"ID_CLASSIFICACAO_PILOTOS","ID_RESULTADOS","ID_PILOTO","PONTOS_PILOTO","POSICAO_PILOTO","VITORIAS_PILOTO"
57388,13922,187,9,7,0
57387,13923,230,0,19,0
57386,13924,233,0,26,0
57385,13925,172,10,6,0
57384,13926,223,4,14,0
57383,13927,202,5,11,0
57382,13928,239,0,18,0
57381,13929,197,0,20,0
57380,13930,200,0,17,0
57379,13931,222,7,10,0
57378,13932,224,7,9,0
57377,13933,203,3,16,0
57376,13934,199,22,5,2
57375,13935,175,4,12,0
57374,13936,238,30,2,1
57373,13937,231,4,13,0
57372,13938,221,23,4,1
57371,13939,182,25,3,1
57370,13940,207,36,1,3
57443,13941,208,0,36,0
57442,13942,244,0,37,0
57441,13943,152,0,21,0
57440,13944,235,0,28,0
57439,13945,206,0,34,0
57438,13946,163,0,23,0
57437,13947,177,0,29,0
57436,13948,219,0,25,0
57435,13949,243,0,22,0
57434,13950,119,8,8,0
57433,13951,242,0,35,0
57432,13952,158,0,33,0
57431,13953,212,0,24,0
57430,13954,211,0,27,0
57429,13955,232,0,30,0
57428,13956,241,0,32,0
57427,13957,240,0,31,0
57426,13958,178,5,12,0
57425,13959,187,12,6,0
57424,13960,230,0,19,0
57423,13961,233,0,26,0
57422,13962,172,10,7,0
57421,13963,223,4,15,0
57420,13964,202,5,13,0
57419,13965,239,0,18,0
57418,13966,197,0,20,0
57417,13967,200,0,17,0
57416,13968,222,8,10,0
57415,13969,224,7,11,0
57414,13970,203,3,16,0
57413,13971,199,22,5,2
57412,13972,175,4,14,0
57411,13973,238,36,2,1
57410,13974,231,8,9,0
57409,13975,221,23,4,1
57408,13976,182,25,3,1
57407,13977,207,45,1,4
57482,13978,245,0,39,0
57481,13979,209,0,38,0
57480,13980,208,0,36,0
57479,13981,244,0,37,0
57478,13982,152,0,19,0
57477,13983,235,0,28,0
57476,13984,206,0,32,0
57475,13985,163,0,24,0
57474,13986,177,0,29,0
57473,13987,219,0,26,0
57472,13988,243,0,23,0
57471,13989,119,8,8,0
57470,13990,242,0,35,0
57469,13991,158,0,34,0
57468,13992,212,0,25,0
57467,13993,211,0,27,0
57466,13994,232,0,30,0
57465,13995,241,0,33,0
57464,13996,240,0,31,0
57463,13997,178,5,12,0
57462,13998,187,16,6,0
57461,13999,230,0,21,0
57460,14000,233,2,17,0
57459,14001,172,10,7,0
57458,14002,223,4,15,0
57457,14003,202,5,14,0
57456,14004,239,0,18,0
57455,14005,197,0,22,0
57454,14006,200,0,20,0
57453,14007,222,8,10,0
57452,14008,224,7,11,0
57451,14009,203,3,16,0
57450,14010,199,31,3,3
57449,14011,175,5,13,0
57448,14012,238,36,2,1
57447,14013,231,8,9,0
57446,14014,221,26,5,1
57445,14015,182,31,4,1
57444,14016,207,45,1,4
57523,14017,137,0,32,0
57522,14018,229,0,29,0
57521,14019,245,0,41,0
57520,14020,209,0,40,0
57519,14021,208,0,38,0
57518,14022,244,0,39,0
57517,14023,152,0,20,0
57516,14024,235,0,30,0
57515,14025,206,0,34,0
57514,14026,163,0,25,0
57513,14027,177,0,27,0
57512,14028,219,0,26,0
57511,14029,243,0,24,0
57510,14030,119,8,10,0
57509,14031,242,0,37,0
57508,14032,158,0,36,0
57507,14033,212,1,18,0
57506,14034,211,0,28,0
57505,14035,232,0,31,0
57504,14036,241,0,35,0
57503,14037,240,0,33,0
57502,14038,178,5,13,0
57501,14039,187,16,6,0
57500,14040,230,0,22,0
57499,14041,233,2,17,0
57498,14042,172,14,8,0
57497,14043,223,4,15,0
57496,14044,202,7,12,0
57495,14045,239,0,19,0
57494,14046,197,0,23,0
57493,14047,200,0,21,0
57492,14048,222,14,7,0
57491,14049,224,10,9,0
57490,14050,203,3,16,0
57489,14051,199,31,3,3
57488,14052,175,5,14,0
57487,14053,238,36,2,1
57486,14054,231,8,11,0
57485,14055,221,26,5,1
57484,14056,182,31,4,1
57483,14057,207,54,1,5
57565,14058,246,0,41,0
57564,14059,137,0,32,0
57563,14060,229,0,29,0
57562,14061,245,0,42,0
57561,14062,209,0,40,0
57560,14063,208,0,38,0
57559,14064,244,0,39,0
57558,14065,152,0,21,0
57557,14066,235,0,30,0
57556,14067,206,0,34,0
57555,14068,163,0,25,0
57554,14069,177,0,27,0
57553,14070,219,0,26,0
57552,14071,243,0,24,0
57551,14072,119,8,10,0
57550,14073,242,0,37,0
57549,14074,158,0,36,0
57548,14075,212,1,19,0
57547,14076,211,0,28,0
57546,14077,232,0,31,0
57545,14078,241,0,35,0
57544,14079,240,0,33,0
57543,14080,178,5,14,0
57542,14081,187,16,6,0
57541,14082,230,1,18,0
57540,14083,233,2,17,0
57539,14084,172,16,7,0
57538,14085,223,4,16,0
57537,14086,202,7,13,0
57536,14087,239,0,20,0
57535,14088,197,0,23,0
57534,14089,200,0,22,0
57533,14090,222,14,8,0
57532,14091,224,13,9,0
57531,14092,203,7,12,0
57530,14093,199,31,4,3
57529,14094,175,5,15,0
57528,14095,238,45,2,2
57527,14096,231,8,11,0
57526,14097,221,32,3,1
57525,14098,182,31,5,1
57524,14099,207,54,1,5
57608,14100,247,0,40,0
57607,14101,246,0,42,0
57606,14102,137,0,32,0
57605,14103,229,0,29,0
57604,14104,245,0,43,0
57603,14105,209,0,41,0
57602,14106,208,0,38,0
57601,14107,244,0,39,0
57600,14108,152,0,21,0
57599,14109,235,0,30,0
57598,14110,206,0,34,0
57597,14111,163,0,25,0
57596,14112,177,0,27,0
57595,14113,219,0,26,0
57594,14114,243,0,24,0
57593,14115,119,8,10,0
57592,14116,242,0,37,0
57591,14117,158,0,36,0
57590,14118,212,1,19,0
57589,14119,211,0,28,0
57588,14120,232,0,31,0
57587,14121,241,0,35,0
57586,14122,240,0,33,0
57585,14123,178,5,14,0
57584,14124,187,19,6,0
57583,14125,230,1,18,0
57582,14126,233,2,17,0
57581,14127,172,16,7,0
57580,14128,223,4,16,0
57579,14129,202,7,13,0
57578,14130,239,0,20,0
57577,14131,197,0,23,0
57576,14132,200,0,22,0
57575,14133,222,14,9,0
57574,14134,224,15,8,0
57573,14135,203,8,11,0
57572,14136,199,31,5,3
57571,14137,175,5,15,0
57570,14138,238,51,2,2
57569,14139,231,8,12,0
57568,14140,221,32,4,1
57567,14141,182,35,3,1
57566,14142,207,63,1,6
57652,14143,248,0,41,0
57651,14144,247,0,38,0
57650,14145,246,0,43,0
57649,14146,137,0,26,0
57648,14147,229,0,31,0
57647,14148,245,0,44,0
57646,14149,209,0,42,0
57645,14150,208,0,39,0
57644,14151,244,0,40,0
57643,14152,152,0,21,0
57642,14153,235,0,32,0
57641,14154,206,0,29,0
57640,14155,163,0,25,0
57639,14156,177,0,28,0
57638,14157,219,0,27,0
57637,14158,243,0,24,0
57636,14159,119,8,10,0
57635,14160,242,0,37,0
57634,14161,158,0,36,0
57633,14162,212,1,19,0
57632,14163,211,0,30,0
57631,14164,232,0,33,0
57630,14165,241,0,35,0
57629,14166,240,0,34,0
57628,14167,178,5,15,0
57627,14168,187,25,6,0
57626,14169,230,1,18,0
57625,14170,233,2,17,0
57624,14171,172,19,7,0
57623,14172,223,4,16,0
57622,14173,202,7,14,0
57621,14174,239,0,20,0
57620,14175,197,0,23,0
57619,14176,200,0,22,0
57618,14177,222,14,9,0
57617,14178,224,15,8,0
57616,14179,203,8,11,0
57615,14180,199,35,4,3
57614,14181,175,7,13,0
57613,14182,238,51,2,2
57612,14183,231,8,12,0
57611,14184,221,32,5,1
57610,14185,182,44,3,2
57609,14186,207,64,1,6
57698,14187,213,0,41,0
57697,14188,249,0,33,0
57696,14189,248,0,43,0
57695,14190,247,0,35,0
57694,14191,246,0,45,0
57693,14192,137,0,28,0
57692,14193,229,0,31,0
57691,14194,245,0,46,0
57690,14195,209,0,44,0
57689,14196,208,0,40,0
57688,14197,244,0,42,0
57687,14198,152,0,22,0
57686,14199,235,0,32,0
57685,14200,206,0,24,0
57684,14201,163,0,26,0
57683,14202,177,0,29,0
57682,14203,219,3,17,0
57681,14204,243,0,27,0
57680,14205,119,8,11,0
57679,14206,242,0,39,0
57678,14207,158,0,38,0
57677,14208,212,1,20,0
57676,14209,211,0,30,0
57675,14210,232,0,34,0
57674,14211,241,0,37,0
57673,14212,240,0,36,0
57672,14213,178,11,10,0
57671,14214,187,25,6,0
57670,14215,230,1,19,0
57669,14216,233,2,18,0
57668,14217,172,19,7,0
57667,14218,223,4,16,0
57666,14219,202,7,15,0
57665,14220,239,0,21,0
57664,14221,197,0,25,0
57663,14222,200,0,23,0
57662,14223,222,18,8,0
57661,14224,224,17,9,0
57660,14225,203,8,12,0
57659,14226,199,44,3,4
57658,14227,175,8,14,0
57657,14228,238,51,2,2
57656,14229,231,8,13,0
57655,14230,221,32,5,1
57654,14231,182,44,4,2
57653,14232,207,64,1,6
57744,14233,213,0,38,0
57743,14234,249,0,33,0
57742,14235,248,0,43,0
57741,14236,247,0,35,0
57740,14237,246,0,45,0
57739,14238,137,0,28,0
57738,14239,229,0,31,0
57737,14240,245,0,46,0
57736,14241,209,0,44,0
57735,14242,208,0,41,0
57734,14243,244,0,42,0
57733,14244,152,0,23,0
57732,14245,235,0,32,0
57731,14246,206,1,20,0
57730,14247,163,0,26,0
57729,14248,177,0,29,0
57728,14249,219,3,17,0
57727,14250,243,0,27,0
57726,14251,119,11,12,0
57725,14252,242,0,40,0
57724,14253,158,0,39,0
57723,14254,212,1,21,0
57722,14255,211,0,30,0
57721,14256,232,0,34,0
57720,14257,241,0,37,0
57719,14258,240,0,36,0
57718,14259,178,11,11,0
57717,14260,187,25,6,0
57716,14261,230,1,19,0
57715,14262,233,2,18,0
57714,14263,172,19,8,0
57713,14264,223,4,16,0
57712,14265,202,7,15,0
57711,14266,239,0,22,0
57710,14267,197,0,25,0
57709,14268,200,0,24,0
57708,14269,222,24,7,0
57707,14270,224,17,10,0
57706,14271,203,17,9,1
57705,14272,199,48,3,4
57704,14273,175,8,14,0
57703,14274,238,51,2,2
57702,14275,231,8,13,0
57701,14276,221,34,5,1
57700,14277,182,44,4,2
57699,14278,207,64,1,6
57765,14279,255,0,21,0
57764,14280,254,0,20,0
57763,14281,246,0,19,0
57762,14282,182,0,18,0
57761,14283,253,0,17,0
57760,14284,238,0,16,0
57759,14285,200,0,15,0
57758,14286,231,0,14,0
57757,14287,221,0,13,0
57756,14288,172,0,12,0
57755,14289,237,0,11,0
57754,14290,187,0,10,0
57753,14291,252,0,9,0
57752,14292,251,0,8,0
57751,14293,230,0,7,0
57750,14294,223,1,6,0
57749,14295,207,2,5,0
57748,14296,224,3,4,0
57747,14297,199,4,3,0
57746,14298,250,6,2,0
57745,14299,222,9,1,1
57787,14300,256,0,22,0
57786,14301,255,2,8,0
57785,14302,254,1,10,0
